1000; Шекснинский маслозавод;"Продукция пользуется большим спросом и признана не только покупателями Вологодской области; но и покупателями других городов Северо-Западного региона России, в том числе г. Санкт-Петербурга и г. Мурманска. Надежность, партнерство, стабильность поставок, расширение ассортимента, хорошее качество продукции, современная упаковка и дизайн обеспечивают продукции ПК «Шекснинский маслозавод» заслуженное уважение покупателей и конкурентоспособность на рынке.Вырабатываемая продукция: молоко, сливки, сметана, творог, кефир, «Ряженка», «Снежок», масло коровье сливочное «Традиционное», «Крестьянское». Сливочное масло - гордость и марка предприятия. Выпускаемое «Традиционное» и «Крестьянское» масло имеет отличный вкус и высокое качество. Продукт вырабатывается из отборного молока и сливок по старым традициям Вологодского маслоделия.";http://sheksnamaslo.ru/resources/main/img/logo.png;http://sheksnamaslo.ru/;sdfsdf;123
2000; Вологодский молочный комбинат;"Благодаря  тому, что вся  выпускаемая  продукция (а это более 50 наименований) изготавливается из  натурального  сырья  высокого   качества  без  добавления  консервантов, ее  любят и знают не  только  в  областном  центре,  но и  далеко за  ее  пределами. В 2013 году Вологодский молочный комбинат отпраздновал своё 80-летие.";http://vmkmilk.ru/sites/all/themes/vmk/images/logo.png;http://vmkmilk.ru/
