8001;Масло Крестьянское 72,5%;Масло Крестьянское 72,5%;180;;88.55;8;;;113;103;;;упаковка:П/п контейнер с фольговой крышкой|Срок хранения:30 суток;;8000;1;1;0;;шт
8002;Масло Крестьянское 72,5%;Масло Крестьянское 72,5%;350;;157.55;8;;;200;182;;;упаковка:П/п контейнер с фольговой крышкой|Срок хранения:30 суток;;8000;1;1;0;;шт
8003;Масло Крестьянское 72,5% весовое;Масло Крестьянское 72,5% весовое;1000;;415;8;;;498;498;;;;;8000;0.1;5;1;;кг
